Company Name,Industry,Symbol,Series,ISIN Code
ABB India Ltd.,Capital Goods,ABB.NS,EQ,INE117A01022
ACC Ltd.,Construction Materials,ACC.NS,EQ,INE012A01025
APL Apollo Tubes Ltd.,Capital Goods,APLAPOLLO.NS,EQ,INE702C01027
AU Small Finance Bank Ltd.,Financial Services,AUBANK.NS,EQ,INE949L01017
Adani Energy Solutions Ltd.,Power,ADANIENSOL.NS,EQ,INE931S01010
Adani Enterprises Ltd.,Metals & Mining,ADANIENT.NS,EQ,INE423A01024
Adani Green Energy Ltd.,Power,ADANIGREEN.NS,EQ,INE364U01010
Adani Ports and Special Economic Zone Ltd.,Services,ADANIPORTS.NS,EQ,INE742F01042
Adani Power Ltd.,Power,ADANIPOWER.NS,EQ,INE814H01011
Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,ATGL.NS,EQ,INE399L01023
Aditya Birla Capital Ltd.,Financial Services,ABCAPITAL.NS,EQ,INE674K01013
Aditya Birla Fashion and Retail Ltd.,Consumer Services,ABFRL.NS,EQ,INE647O01011
Alkem Laboratories Ltd.,Healthcare,ALKEM.NS,EQ,INE540L01014
Ambuja Cements Ltd.,Construction Materials,AMBUJACEM.NS,EQ,INE079A01024
Apollo Hospitals Enterprise Ltd.,Healthcare,APOLLOHOSP.NS,EQ,INE437A01024
Apollo Tyres Ltd.,Automobile and Auto Components,APOLLOTYRE.NS,EQ,INE438A01022
Ashok Leyland Ltd.,Capital Goods,ASHOKLEY.NS,EQ,INE208A01029
Asian Paints Ltd.,Consumer Durables,ASIANPAINT.NS,EQ,INE021A01026
Astral Ltd.,Capital Goods,ASTRAL.NS,EQ,INE006I01046
Aurobindo Pharma Ltd.,Healthcare,AUROPHARMA.NS,EQ,INE406A01037
Avenue Supermarts Ltd.,Consumer Services,DMART.NS,EQ,INE192R01011
Axis Bank Ltd.,Financial Services,AXISBANK.NS,EQ,INE238A01034
BSE Ltd.,Financial Services,BSE.NS,EQ,INE118H01025
Bajaj Auto Ltd.,Automobile and Auto Components,BAJAJ-AUTO.NS,EQ,INE917I01010
Bajaj Finance Ltd.,Financial Services,BAJFINANCE.NS,EQ,INE296A01024
Bajaj Finserv Ltd.,Financial Services,BAJAJFINSV.NS,EQ,INE918I01026
Bajaj Holdings & Investment Ltd.,Financial Services,BAJAJHLDNG.NS,EQ,INE118A01012
Balkrishna Industries Ltd.,Automobile and Auto Components,BALKRISIND.NS,EQ,INE787D01026
Bandhan Bank Ltd.,Financial Services,BANDHANBNK.NS,EQ,INE545U01014
Bank of Baroda,Financial Services,BANKBARODA.NS,EQ,INE028A01039
Bank of India,Financial Services,BANKINDIA.NS,EQ,INE084A01016
Bank of Maharashtra,Financial Services,MAHABANK.NS,EQ,INE457A01014
Berger Paints India Ltd.,Consumer Durables,BERGEPAINT.NS,EQ,INE463A01038
Bharat Dynamics Ltd.,Capital Goods,BDL.NS,EQ,INE171Z01018
Bharat Electronics Ltd.,Capital Goods,BEL.NS,EQ,INE263A01024
Bharat Forge Ltd.,Automobile and Auto Components,BHARATFORG.NS,EQ,INE465A01025
Bharat Heavy Electricals Ltd.,Capital Goods,BHEL.NS,EQ,INE257A01026
Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,BPCL.NS,EQ,INE029A01011
Bharti Airtel Ltd.,Telecommunication,BHARTIARTL.NS,EQ,INE397D01024
