Company Name,Industry,Symbol,Series,ISIN Code
State Bank of India,Financial Services,SBIN.NS,EQ,INE062A01020
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA.NS,EQ,INE044A01036
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR.NS,EQ,INE494B01023
Tata Consultancy Services Ltd.,Information Technology,TCS.NS,EQ,INE467B01029
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM.NS,EQ,INE192A01025
Tata Motors Ltd DVR,Automobile and Auto Components,TATAMTRDVR.NS,EQ,IN9155A01020
Tata Motors Ltd.,Automobile and Auto Components,TATAMOTORS.NS,EQ,INE155A01022
Tata Power Co. Ltd.,Power,TATAPOWER.NS,EQ,INE245A01021
Tata Steel Ltd.,Metals & Mining,TATASTEEL.NS,EQ,INE081A01020
Tech Mahindra Ltd.,Information Technology,TECHM.NS,EQ,INE669C01036
Titan Company Ltd.,Consumer Durables,TITAN.NS,EQ,INE280A01028
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM.NS,EQ,INE685A01028
Trent Ltd.,Consumer Services,TRENT.NS,EQ,INE849A01020
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO.NS,EQ,INE481G01011
United Spirits Ltd.,Fast Moving Consumer Goods,MCDOWELL-N.NS,EQ,INE854D01024
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL.NS,EQ,INE200M01021
Vedanta Ltd.,Metals & Mining,VEDL.NS,EQ,INE205A01025
Wipro Ltd.,Information Technology,WIPRO.NS,EQ,INE075A01022
Zomato Ltd.,Consumer Services,ZOMATO.NS,EQ,INE758T01015
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE.NS,EQ,INE010B01027
