Date,Open,High,Low,Close,P/E,P/B,Div Yield %
2005-04-01,,,,1000.0,,,
2005-04-04,,,,1009.3,,,
2005-04-05,,,,1002.3,,,
2005-04-06,,,,1011.8,,,
2005-04-07,,,,1011.9,,,
2005-04-08,,,,1005.6,,,
2005-04-11,,,,994.8,,,
2005-04-12,,,,1001.8,,,
2005-04-13,,,,1003.4,,,
2005-04-15,,,,980.77,,,
2005-04-18,,,,973.21,,,
2005-04-19,,,,972.33,,,
2005-04-20,,,,976.29,,,
2005-04-21,,,,992.43,,,
2005-04-22,,,,1004.7,,,
2005-04-25,,,,1008.6,,,
2005-04-26,,,,1008.2,,,
2005-04-27,,,,998.7,,,
2005-04-28,,,,994.19,,,
2005-04-29,,,,980.57,,,
2005-05-02,,,,974.78,,,
2005-05-03,,,,977.0,,,
2005-05-04,,,,986.56,,,
2005-05-05,,,,996.25,,,
2005-05-06,,,,1000.6,,,
2005-05-09,,,,1013.3,,,
2005-05-10,,,,1013.3,,,
2005-05-11,,,,1016.8,,,
2005-05-12,,,,1028.0,,,
2005-05-13,,,,1033.9,,,
2005-05-16,,,,1044.7,,,
2005-05-17,,,,1036.5,,,
2005-05-18,,,,1041.7,,,
2005-05-19,,,,1048.1,,,
2005-05-20,,,,1044.9,,,
2005-05-23,,,,1050.5,,,
2005-05-24,,,,1055.0,,,
2005-05-25,,,,1058.6,,,
2005-05-26,,,,1057.8,,,
2005-05-27,,,,1054.6,,,
2005-05-30,,,,1047.2,,,
2005-05-31,,,,1054.8,,,
2005-06-01,,,,1061.1,,,
2005-06-02,,,,1055.6,,,
2005-06-03,,,,1064.0,,,
2005-06-04,,,,1068.8,,,
2005-06-06,,,,1070.6,,,
2005-06-07,,,,1074.6,,,
2005-06-08,,,,1078.5,,,
2005-06-09,,,,1083.3,,,
2005-06-10,,,,1081.0,,,
2005-06-13,,,,1082.7,,,
2005-06-14,,,,1086.4,,,
2005-06-15,,,,1091.7,,,
2005-06-16,,,,1080.9,,,
2005-06-17,,,,1063.7,,,
2005-06-20,,,,1060.1,,,
2005-06-21,,,,1064.3,,,
2005-06-22,,,,1060.5,,,
2005-06-23,,,,1065.1,,,
2005-06-24,,,,1074.4,,,
2005-06-27,,,,1074.5,,,
2005-06-28,,,,1057.2,,,
2005-06-29,,,,1065.9,,,
2005-06-30,,,,1064.6,,,
2005-07-01,,,,1077.2,,,
2005-07-04,,,,1095.5,,,
2005-07-05,,,,1093.3,,,
2005-07-06,,,,1111.5,,,
2005-07-07,,,,1096.4,,,
2005-07-08,,,,1112.8,,,
2005-07-11,,,,1128.0,,,
2005-07-12,,,,1130.2,,,
2005-07-13,,,,1138.3,,,
2005-07-14,,,,1134.9,,,
2005-07-15,,,,1147.2,,,
2005-07-18,,,,1171.7,,,
2005-07-19,,,,1180.9,,,
2005-07-20,,,,1184.2,,,
2005-07-21,,,,1177.4,,,
2005-07-22,,,,1190.6,,,
2005-07-25,,,,1193.7,,,
2005-07-26,,,,1189.0,,,
2005-07-27,,,,1190.5,,,
2005-07-29,,,,1179.6,,,
2005-08-01,,,,1188.6,,,
2005-08-02,,,,1210.7,,,
2005-08-03,,,,1208.8,,,
2005-08-04,,,,1215.8,,,
2005-08-05,,,,1227.1,,,
2005-08-08,,,,1214.9,,,
2005-08-09,,,,1208.8,,,
2005-08-10,,,,1233.9,,,
2005-08-11,,,,1252.3,,,
2005-08-12,,,,1258.5,,,
2005-08-16,,,,1266.8,,,
2005-08-17,,,,1278.1,,,
2005-08-18,,,,1272.7,,,
2005-08-19,,,,1273.9,,,
2005-08-22,,,,1272.1,,,
2005-08-23,,,,1243.3,,,
2005-08-24,,,,1225.9,,,
2005-08-25,,,,1236.9,,,
2005-08-26,,,,1258.6,,,
2005-08-29,,,,1259.4,,,
2005-08-30,,,,1274.5,,,
2005-08-31,,,,1287.8,,,
2005-09-01,,,,1298.6,,,
2005-09-02,,,,1302.8,,,
2005-09-05,,,,1305.1,,,
2005-09-06,,,,1308.2,,,
2005-09-08,,,,1315.1,,,
2005-09-09,,,,1314.0,,,
2005-09-12,,,,1328.9,,,
2005-09-13,,,,1337.0,,,
2005-09-14,,,,1330.8,,,
2005-09-15,,,,1348.3,,,
2005-09-16,,,,1356.1,,,
2005-09-19,,,,1373.2,,,
2005-09-20,,,,1367.4,,,
2005-09-21,,,,1333.2,,,
2005-09-22,,,,1263.9,,,
2005-09-23,,,,1277.5,,,
2005-09-26,,,,1318.5,,,
2005-09-27,,,,1330.6,,,
2005-09-28,,,,1343.8,,,
2005-09-29,,,,1341.4,,,
2005-09-30,,,,1337.5,,,
2005-10-03,,,,1356.1,,,
2005-10-04,,,,1370.6,,,
2005-10-05,,,,1367.2,,,
2005-10-06,,,,1346.4,,,
2005-10-07,,,,1342.4,,,
2005-10-10,,,,1337.6,,,
2005-10-11,,,,1332.2,,,
2005-10-13,,,,1321.3,,,
2005-10-14,,,,1292.0,,,
2005-10-17,,,,1281.6,,,
2005-10-18,,,,1275.2,,,
2005-10-19,,,,1238.5,,,
2005-10-20,,,,1215.9,,,
2005-10-21,,,,1235.7,,,
2005-10-24,,,,1235.6,,,
2005-10-25,,,,1234.8,,,
2005-10-26,,,,1228.5,,,
2005-10-27,,,,1206.4,,,
2005-10-28,,,,1187.1,,,
2005-10-31,,,,1214.0,,,
2005-11-01,,,,1228.9,,,
2005-11-02,,,,1234.7,,,
2005-11-07,,,,1257.7,,,
2005-11-08,,,,1271.7,,,
2005-11-09,,,,1270.7,,,
2005-11-10,,,,1273.6,,,
2005-11-11,,,,1293.4,,,
2005-11-14,,,,1296.6,,,
2005-11-16,,,,1300.6,,,
2005-11-17,,,,1304.2,,,
2005-11-18,,,,1310.1,,,
2005-11-21,,,,1303.8,,,
2005-11-22,,,,1293.2,,,
2005-11-23,,,,1296.5,,,
2005-11-24,,,,1303.8,,,
2005-11-25,,,,1315.1,,,
2005-11-26,,,,1330.3,,,
2005-11-28,,,,1340.3,,,
2005-11-29,,,,1333.0,,,
2005-11-30,,,,1331.6,,,
2005-12-01,,,,1347.7,,,
2005-12-02,,,,1357.0,,,
2005-12-05,,,,1353.4,,,
2005-12-06,,,,1355.0,,,
2005-12-07,,,,1363.0,,,
2005-12-08,,,,1368.7,,,
2005-12-09,,,,1382.7,,,
2005-12-12,,,,1389.7,,,
2005-12-13,,,,1399.7,,,
2005-12-14,,,,1394.0,,,
2005-12-15,,,,1383.1,,,
2005-12-16,,,,1389.6,,,
2005-12-19,,,,1399.7,,,
2005-12-20,,,,1396.2,,,
2005-12-21,,,,1396.9,,,
2005-12-22,,,,1399.2,,,
2005-12-23,,,,1389.5,,,
2005-12-26,,,,1365.4,,,
2005-12-27,,,,1388.0,,,
2005-12-28,,,,1390.1,,,
2005-12-29,,,,1399.8,,,
2005-12-30,,,,1414.1,,,
2006-01-02,,,,1432.3,,,
2006-01-03,,,,1453.7,,,
2006-01-04,,,,1460.5,,,
2006-01-05,,,,1467.0,,,
2006-01-06,,,,1478.0,,,
2006-01-09,,,,1490.2,,,
2006-01-10,,,,1482.2,,,
2006-01-12,,,,1481.4,,,
2006-01-13,,,,1485.0,,,
2006-01-16,,,,1479.4,,,
2006-01-17,,,,1465.5,,,
2006-01-18,,,,1456.6,,,
2006-01-19,,,,1483.5,,,
2006-01-20,,,,1497.3,,,
2006-01-23,,,,1496.6,,,
2006-01-24,,,,1501.4,,,
2006-01-25,,,,1505.0,,,
2006-01-27,,,,1529.9,,,
2006-01-30,,,,1511.0,,,
2006-01-31,,,,1511.7,,,
2006-02-01,,,,1494.7,,,
2006-02-02,,,,1496.7,,,
2006-02-03,,,,1503.6,,,
2006-02-06,,,,1524.1,,,
2006-02-07,,,,1534.4,,,
2006-02-08,,,,1530.0,,,
2006-02-10,,,,1548.4,,,
2006-02-13,,,,1561.7,,,
2006-02-14,,,,1553.2,,,
2006-02-15,,,,1551.0,,,
2006-02-16,,,,1557.9,,,
2006-02-17,,,,1535.9,,,
2006-02-20,,,,1522.1,,,
2006-02-21,,,,1533.5,,,
2006-02-22,,,,1535.8,,,
2006-02-23,,,,1530.3,,,
2006-02-24,,,,1540.0,,,
2006-02-27,,,,1552.8,,,
2006-02-28,,,,1548.6,,,
2006-03-01,,,,1573.4,,,
2006-03-02,,,,1587.5,,,
2006-03-03,,,,1597.4,,,
2006-03-06,,,,1619.2,,,
2006-03-07,,,,1634.3,,,
2006-03-08,,,,1610.8,,,
2006-03-09,,,,1617.7,,,
2006-03-10,,,,1636.7,,,
2006-03-13,,,,1646.6,,,
2006-03-14,,,,1639.8,,,
2006-03-16,,,,1646.6,,,
2006-03-17,,,,1639.1,,,
2006-03-20,,,,1652.0,,,
2006-03-21,,,,1653.7,,,
2006-03-22,,,,1639.2,,,
2006-03-23,,,,1645.3,,,
2006-03-24,,,,1658.4,,,
2006-03-27,,,,1676.0,,,
2006-03-28,,,,1668.7,,,
2006-03-29,,,,1677.7,,,
2006-03-30,,,,1695.3,,,
2006-03-31,,,,1721.3,,,
2006-04-03,,,,1765.6,23.15,4.57,0.98
2006-04-04,,,,1778.4,23.32,4.6,0.97
2006-04-05,,,,1803.8,23.65,4.66,0.96
2006-04-07,,,,1780.6,23.35,4.6,0.97
2006-04-10,,,,1789.5,23.46,4.63,0.96
2006-04-12,,,,1753.2,22.99,4.53,0.98
2006-04-13,,,,1720.2,22.55,4.45,1.0
2006-04-17,,,,1748.7,22.92,4.52,0.99
2006-04-18,,,,1768.9,23.19,4.57,0.97
2006-04-19,,,,1775.0,23.39,4.59,0.97
2006-04-20,,,,1787.9,23.54,4.62,0.96
2006-04-21,,,,1792.7,23.61,4.64,0.96
2006-04-24,,,,1803.2,24.03,4.67,0.95
2006-04-25,,,,1776.8,23.59,4.6,0.97
2006-04-26,,,,1803.5,23.96,4.67,0.95
2006-04-27,,,,1810.9,23.85,4.69,0.95
2006-04-28,,,,1806.0,23.66,4.68,0.95
2006-04-29,,,,1846.2,24.13,4.78,0.93
2006-05-02,,,,1857.9,24.6,4.81,0.93
2006-05-03,,,,1860.9,24.65,4.82,0.92
2006-05-04,,,,1858.0,24.93,4.82,0.93
2006-05-05,,,,1860.0,25.04,4.84,0.92
2006-05-08,,,,1867.9,25.46,4.86,0.92
2006-05-09,,,,1870.8,25.47,4.88,0.91
2006-05-10,,,,1882.6,25.64,4.91,0.91
2006-05-11,,,,1864.5,25.4,4.86,0.92
2006-05-12,,,,1850.6,25.25,4.82,0.92
2006-05-15,,,,1786.4,24.34,4.66,0.96
2006-05-16,,,,1768.1,24.1,4.56,0.98
2006-05-17,,,,1827.4,24.87,4.71,0.95
2006-05-18,,,,1712.5,22.82,4.41,1.01
2006-05-19,,,,1646.5,21.86,4.24,1.05
2006-05-22,,,,1536.6,20.31,3.96,1.13
2006-05-23,,,,1582.2,20.92,4.08,1.09
2006-05-24,,,,1573.3,20.83,4.06,1.1
2006-05-25,,,,1557.8,20.59,4.02,1.11
2006-05-26,,,,1596.4,21.07,4.12,1.08
2006-05-29,,,,1610.2,21.22,4.16,1.07
2006-05-30,,,,1609.0,21.2,4.16,1.07
